row_id,price,property_size_sqft,ppsf,property_type,building_name,developer,city,state,bedroom,bathroom,parking_lot,completion_year,number_of_floors,total_units,validity_status,flag_reason,recommended_action,audit_evidence,description,exact_duplicate_flag,possible_repeat_flag,possible_repeat_group,possible_repeat_identical_description,premium_over_850k,canonical_top5_flag,canonical_top1_flag,ppsf_extreme_diagnostic_flag,valid_but_extreme_flag,premium_text_feature_count,premium_context_supported,optional_missing_count,explicit_description_sizes,explicit_description_prices,original_oof_prediction_rm,original_oof_absolute_error_rm,original_oof_fold
103806285,265000,660.0,401.5151515151515,Apartment,Sri Aman Block C (Sri Aman Block 1 & 3),Unknown,Bukit Jambul,Penang,3.0,2.0,1.0,2008.0,18.0,701.0,VALID,NO_INVALIDITY_OR_REVIEW_FLAG,RETAIN,"OPTIONAL_MISSING_COUNT=1; retained with existing fold-safe handling unless another independent rule applies. | Passed critical, physical-domain, contradiction, repeat, and parsing checks.",blk 3 basic unit 1 car park kindly contact kaze kang show contact number,False,False,,False,False,False,False,False,False,0,True,1,[],[],224991.49405728385,40008.50594271615,4
103739661,790000,1246.0,634.0288924558588,Condominium,QuayWest Residence,Asia Green Group,Batu Uban,Penang,3.0,2.0,2.0,2021.0,24.0,1235.0,VALID,NO_INVALIDITY_OR_REVIEW_FLAG,RETAIN,"Passed critical, physical-domain, contradiction, repeat, and parsing checks.","quaywest residence, bayan lepas for sale details: ✅1246sqft ✅3 bedrooms ✅2 bathrooms ✅2 car parks ✅block a with more comprehensive facilities ✅original unit interested please contact bee ling show contact number for more info and viewing arrangement tq.",False,False,,False,False,False,False,False,False,0,True,0,[1246.0],[],858889.6158447255,68889.61584472551,5
103696451,230000,550.0,418.1818181818182,Flat,Taman Relau Jaya,Unknown,Sungai Ara,Penang,2.0,1.0,1.0,,,,VALID,NO_INVALIDITY_OR_REVIEW_FLAG,RETAIN,"OPTIONAL_MISSING_COUNT=5; retained with existing fold-safe handling unless another independent rule applies. | Passed critical, physical-domain, contradiction, repeat, and parsing checks.",reno furnish 1 car park fix kindly contact kaze kang show contact number,False,False,,False,False,False,False,False,False,0,True,5,[],[],137277.59289202423,92722.40710797577,1
103580644,340000,1250.0,272.0,Condominium,Ameera Residence,TLS Group,Kajang,Selangor,3.0,2.0,2.0,2016.0,,428.0,VALID,NO_INVALIDITY_OR_REVIEW_FLAG,RETAIN,"OPTIONAL_MISSING_COUNT=2; retained with existing fold-safe handling unless another independent rule applies. | Passed critical, physical-domain, contradiction, repeat, and parsing checks.","ameera residence kajang for sale 🔥🔥 full loan can be arranged!! 🔥🔥 full loan can be arranged!! unit details: - 3 rooms 2 baths ✅ - 2 parking ✅ - low booking - 1k saja !! 😍😍😍 - market lowest price 🔥 🔥 🔥 facilities: badminton hall basketball court barbeque area covered car park children's playground perimeter fencing gymnasium room jogging track main entrance multi-purpose hall pool deck playground 24 hours security swimming pool wading pool *** for serious buyer only *** - full loan applicable 🔥 - low deposit and booking 🔥 - lawyer and banker can be arranged 🔥 - booking 1k - refund if loan x pass 🔥 *** picture displayed is not actual unit *** *** the pictures is just for environment display only not the actual unit *** please: call/sms/whatsapp/email for more information. thank you! - (kayden fong : show contact number ) (kayden fong : show contact number ) (kayden fong : show contact number ) email = ****@***.*** vestcom realty e(3)1484 d-12 (level 2) cheras centrepoint medan connaught, 56000 kuala lumpur. *** owner have unit can contact me as well *** continue reading",False,False,,False,False,False,False,False,False,0,True,2,[],[],358259.69043894083,18259.69043894083,3
102452522,230000,1048.0,219.46564885496184,Apartment,Intan Apartment (Puchong),Unknown,Puchong,Selangor,3.0,2.0,1.0,1990.0,10.0,,VALID,NO_INVALIDITY_OR_REVIEW_FLAG,RETAIN,"OPTIONAL_MISSING_COUNT=3; retained with existing fold-safe handling unless another independent rule applies. | Passed critical, physical-domain, contradiction, repeat, and parsing checks.","intan apartment puchong for sale 🔥🔥 full loan can be arranged!! 🔥🔥 full loan can be arranged!! unit details: - 3 rooms 2 baths ✅ - 1 parking ✅ - low booking ✅ - no need 10% ✅ *** for serious buyer only *** - full loan applicable 🔥 - booking 1k - refund if loan x pass 🔥 - lawyer and banker can be arranged 🔥 *** picture displayed is not actual unit *** *** the pictures is just for environment display only not the actual unit *** please: call/sms/whatsapp/email for more information. thank you! - (kayden fong : show contact number ) (kayden fong : show contact number ) (kayden fong : show contact number ) email = ****@***.*** vestcom realty e(3)1484 d-12 (level 2) cheras centrepoint medan connaught, 56000 kuala lumpur. *** owner have unit can contact me as well *** continue reading property highlights new! bedroom 3 bathroom 2 property size 1048 sq.ft. nearby railway station lrt station bandar puteri (sri petaling line) nearby school sekolah kebangsaan puchong indah see more details",False,False,,False,False,False,False,False,False,0,True,3,[1048.0],[],342544.02359794005,112544.02359794005,1
103806203,430000,1150.0,373.9130434782609,Condominium,Leader Garden,Unknown,Tanjung Bungah,Penang,3.0,2.0,1.0,1998.0,,428.0,VALID,NO_INVALIDITY_OR_REVIEW_FLAG,RETAIN,"OPTIONAL_MISSING_COUNT=2; retained with existing fold-safe handling unless another independent rule applies. | Passed critical, physical-domain, contradiction, repeat, and parsing checks.","leader garden - tanjung bungah, penang * freehold * 1,150sf * low floor with greenery view * 3 bedrooms & 2 bathrooms * 1 car park * renovated & furnished * to sell as partially furnished * for sale : rm430k (negotiable) * pls contact chris teoh @ show contact number for viewing appointment leader garden also known as taman leader, is a freehold condominium situated at jalan chee seng, tanjung bungah, penang. leader garden comprises of 2 blocks of 21-storey high rise and 1 block of 5-storey low rise. the whole development consists of a total of 428 units with 420 being their standard units and the remaining are penthouse units. their standard units have a built-up area ranging from 1,050 sf to 1,100 sf whilst the penthouse units all have a built-up area of approximately 1,830 sf. standard units in leader garden are equipped with 3 bedrooms and 2 bathrooms. leader garden provides an extensive amount of facilities including swimming pool, wading pool, water slide, 2 squash courts, tennis court, table tennis, gymnasium, sauna, playground, a huge landscaped garden, parking lots & around the clock security. well known malls like gurney plaza & gurney paragon are just about a 12 minutes’ drive away via jalan tanjung bungah where residents can find ample amenities like banks, restaurants, boutiques, saloons, clinics, pharmacies, nightlife entertainments and more. apart from that, the famous gurney drive is located just around the corner where ample local cuisines can be found. and whenever there is any medical emergency, there are a klinik kesihatan tanjung bungah located just a short 3 minutes’ drive away and tejani medical centre located just a 5 minutes’ short drive away from the condominium. prominent schools like the dalat international school or tar college penang are both located within less than a 10 minutes’ drive from leader garden which is perfect for foreigners or those who are preparing to go to college to further their studies. other schools such as srjk poay wah are also situated within close proximity to leader garden. connectivity wise, leader garden can be easily reached via jalan tanjung bungah are jalan batu feringghi. there are also multiple public transportation options available like the tanjung bungah rapid penang bus hub, batu feringghi taxi stand, penang hill upper station and penang hill upper tunnel station, all positioned no further than a 5km radius away from leader garden. facilities · 24 hours security · swimming pool · wading pool · water slide · gymnasium · tennis court · table tennis · bbq area · parking lots · landscaped garden · playground · sauna · 2 squash courts continue reading",False,False,,False,False,False,False,False,False,3,True,2,"[1050.0, 1100.0, 1150.0, 1830.0]",[430000.0],544810.6493212468,114810.64932124678,4
103806202,155000,553.0,280.2893309222423,Flat,Seksyen 1 flat block c4,Unknown,Kuala Lumpur,Kuala Lumpur,2.0,1.0,1.0,,,,VALID,NO_INVALIDITY_OR_REVIEW_FLAG,RETAIN,"OPTIONAL_MISSING_COUNT=5; retained with existing fold-safe handling unless another independent rule applies. | Passed critical, physical-domain, contradiction, repeat, and parsing checks.","seksyen 1 flat , 2r1b , 553sf , blok c4 , wangsa maju ********************************************** kindly contact aaron ong show show contact number for viewing ********************************************** 530sf block c4 level 4 leasehold bumi 2 rooms 1 bathroom open carpark no renovation no furnished/vacant rm 155k only ▪facing one block to another ▪about 250m to aeon alpha angle ▪about 150m to lrt station/bus stop ▪about 150m to police station ▪about 200m to surau contact aaron ong show contact number continue reading",False,False,,False,False,False,False,False,False,0,True,5,"[530.0, 553.0]",[155000.0],173975.80725607238,18975.80725607238,5
103806192,500000,901.0,554.9389567147614,Condominium,Eco Bloom @ Eco Meadows,Eco World Development Group Berhad,Simpang Ampat,Penang,3.0,2.0,2.0,2020.0,33.0,490.0,VALID,NO_INVALIDITY_OR_REVIEW_FLAG,RETAIN,"Passed critical, physical-domain, contradiction, repeat, and parsing checks.","[worth buying unit] eco bloom condominium at simpang ampat for sale ! ! ! property details: - high floor - fully furnished & renovated - built-up area: 901 sq.ft - 3 bedrooms & 2 bathrooms - 2 car parks - good condition selling at rm500,000 please do not hesitate to contact me for more info and viewing arrangement 须知更多详情和预约看房，欢迎随时联络我。 edwin ng: show contact number owners are welcome to send me available property for sale/rent. thanks we will find potential buyer/tenant for you.",False,False,,False,False,False,False,False,False,2,True,0,[901.0],[500000.0],476691.8315456009,23308.1684543991,1
103246638,350000,452.0,774.3362831858407,Studio,Paramount Utropolis,Paramount Property,Shah Alam,Selangor,1.0,1.0,1.0,2020.0,12.0,136.0,VALID,NO_INVALIDITY_OR_REVIEW_FLAG,RETAIN,"Passed critical, physical-domain, contradiction, repeat, and parsing checks.","for sale utropolis lifestyle suites (soho) glenmarie, shah alam - great for investment & own stay - fully furnished and renovated unit - directly in front of kdu main campus - above utropolis marketplace mall asking price: rm 350,000 details: - 1 studio bedroom with sofa bed, - 1 bathroom - fully furnished studio - high floor - freehold strata title - 452 sq.ft - 1 covered carpark - 2 tiers 24 hours security facilities: - swimming pool - wading pool - jacuzzi - gymnasium - squash court - lounge area - jacuzzi - sauna - bbq area amenities & surrounding: - proximity to aeon mall - opposite of kdu main campus - saujana golf & country club - variety of restaurants & eatery - variety of shops - variety of clinics & pharmacies - variety of banks & atms - variety of international hotels accessibility: - ktm batu tiga - nkve highway - federal highway - elite highway - guthrie highway please feel free to contact me if you need any further information : shamhan shahril renstar properties +6 show contact number ———————————————— hello, sellers / owners / vendors / said landlord, if i could be of any assistance in listing your properties, (landed house, condo, apartment, flat, shop lot, office, land, factory, etc) please call and let me know some days/times when the home buyers can view your property. happy to serve you! continue reading property highlights new! bedroom 1 bathroom 1 property size 452 sq.ft. nearby school montfort boys town nearby mall utropolis marketplace see more details",False,False,,False,False,False,False,False,False,3,True,0,[452.0],[350000.0],309012.05561541184,40987.94438458816,3
103740356,620000,1016.0,610.2362204724409,Condominium,Grace Residence,Nova Mulia Development Sdn Bhd,Jelutong,Penang,2.0,2.0,2.0,2018.0,44.0,378.0,VALID,NO_INVALIDITY_OR_REVIEW_FLAG,RETAIN,"Passed critical, physical-domain, contradiction, repeat, and parsing checks.",2 car park brand new unit price still can nego kindly contact kaze kang show contact number,False,False,,False,False,False,False,False,False,0,True,0,[],[],655828.9004748267,35828.90047482669,5
103589322,310000,900.0,344.44444444444446,Apartment,Sri Baiduri Apartment,Unknown,Ampang,Selangor,4.0,2.0,2.0,,5.0,,VALID,NO_INVALIDITY_OR_REVIEW_FLAG,RETAIN,"OPTIONAL_MISSING_COUNT=4; retained with existing fold-safe handling unless another independent rule applies. | Passed critical, physical-domain, contradiction, repeat, and parsing checks.","ground floor unit details: ground floor unit built up: 900 sqft land area: 1000 sqft (extra tanah) bedroom: 4 bathroom: 2 tenure: leasehold | bumi lot 2 lot open parking currently tenanted fascilities: gated security guard nearby surau sri baiduri nearby children playground and futsal court nearby public transport (bus stop lrt feeder) rapid kl bus | free smart selangor bus accessibilities: middle ring road 2 (mrr2) duta-ulu kelang expressway (duke) ampang – kuala lumpur elevated highway (akleh) selayang - kepong highway east klang valley expressway (ekve) - current project amenities nearby: ukay perdana town - restaurant | clinic | shop lot | 24 hrs self service dobi laundry masjid ukay perdana giant bukit antarabangsa | giant taman permata shell / petronas / petron petrol station along mrr2 highway shopping mall – melawati mall | aeon big wangsa maju | wangsa walk | ampang point shopping center school: sekolah – sk hulu kelang | sk taman melawati 2 | sk lembah keramat | smk lembah keramat smk taman keramat | sk taman permata hospital: kpj ampang puteri hospital | hospital ampang | klinik desa hulu klang public transport : 50 meter jalan kaki dari bus stop - rapid kl bus setiap 15 minit | free smart selangor public transport bus lrt – sri rampai | wangsa maju ready service on uber / grab car asking price : rm 310,000 (nego) booking terms & condition: 3.18% earnest deposit 6.82% balance deposit upon signing spa appoinment view rumah: solahuddin zubir call/whatsapp : show contact number continue reading property highlights new! bedroom 4 bathroom 2 property size 900 sq.ft. nearby school sekolah rendah islam integrasi ilmi see more details",False,False,,False,False,False,False,False,False,0,True,4,"[900.0, 1000.0]",[310000.0],289958.42539613746,20041.574603862537,3
103582335,240000,650.0,369.2307692307692,Apartment,Kasturi Apartment (Bdr Tasik Permaisuri),Unknown,Kuala Lumpur,Kuala Lumpur,3.0,2.0,1.0,,17.0,,VALID,NO_INVALIDITY_OR_REVIEW_FLAG,RETAIN,"OPTIONAL_MISSING_COUNT=4; retained with existing fold-safe handling unless another independent rule applies. | Passed critical, physical-domain, contradiction, repeat, and parsing checks.","www.wasap.my/6 show contact number haris hans ren 18502 firdaus & associates real estate agency sb www.wasap.my/6 show contact number nooris ren 28081 firdaus & associates real estate agency sb for sale: kasturi apartment bandar sri permaisuri cheras ========================= asking price: rm240k (nego) ========================= details: 650sf 3r 2b tingkat 2 leasehold (bumi lot) vacant unit 1 car park basic unit amenities: lrt bandar tun razak 1km lrt salak selatan 700m hospital ukm (hukm) masjid an-najihin petronas, shell, shoplot, jpj (banks, gym, restaurant, workshop) accessibility: + east-west link highway + mrr2 + npe hh continue reading",False,False,,False,False,False,False,False,False,0,True,4,[650.0],[240000.0],206662.75219179344,33337.247808206565,5
103386504,500000,1182.0,423.01184433164127,Condominium,Sierra Residences,GSD Land (M) Sdn Bhd,Sungai Ara,Penang,3.0,2.0,2.0,2015.0,25.0,300.0,VALID,NO_INVALIDITY_OR_REVIEW_FLAG,RETAIN,"Passed critical, physical-domain, contradiction, repeat, and parsing checks.",reno furnish 2 car park price still can nego kindly contact kaze kang show contact number,False,False,,False,False,False,False,False,False,0,True,0,[],[],544730.2312646095,44730.231264609494,2
